N,P,K,temperature,humidity,ph,label
23,26,32,28.7393138,54.57968388,4.927747656,mango
13,31,35,27.46833878,54.02016449,5.464477641,mango
23,30,25,33.9885822,53.99029674,4.61586787,mango
17,21,26,29.10858003,49.27542782,5.455142751,mango
3,39,28,29.94540729,47.32650855,6.285957795,mango
20,36,28,31.46326583,47.99364393,5.952660126,mango
31,30,35,35.41300633,48.81641258,6.61747549,mango
15,16,32,34.37101827,51.66028161,4.703297647,mango
24,24,32,29.8878678,49.89501141,4.804418285,mango
17,21,34,31.09825609,53.7196997,5.174637973,mango
11,17,31,31.92973821,50.85091538,4.518502395,mango
4,28,27,35.52893873,53.47735086,5.529701485,mango
25,37,28,31.90473756,52.11736175,5.212779901,mango
12,36,27,31.15584432,45.81830235,5.113747603,mango
30,25,28,30.96080195,49.75990187,5.535392245,mango
10,34,34,32.17949938,48.00102985,5.305601062,mango
2,30,31,31.6904456,52.81807411,6.640025964,mango
38,26,30,32.44697224,53.86128146,5.042904356,mango
0,34,30,33.33725623,48.17264876,6.596142645,mango
6,32,34,29.33738832,48.40397474,6.87813552,mango
32,21,33,34.95554114,51.24737275,6.282423984,mango
38,23,29,29.12180976,49.70178538,5.85825304,mango
22,20,28,31.12591643,53.92512388,6.505289378,mango
3,16,34,33.94239335,53.393333,5.549143519,mango
37,17,35,27.12982943,45.86696914,5.016794159,mango
14,27,30,31.34946736,45.88644399,6.024540138,mango
26,32,26,30.65849105,54.54651043,6.011344979,mango
21,17,27,27.25771439,45.18532933,6.058160834,mango
26,18,25,35.51495176,49.19040599,5.614002733,mango
11,22,25,32.23332884,52.76192388,5.393636526,mango
19,34,31,35.53379336,47.77480626,6.616606804,mango
20,19,25,31.56893915,47.0108118,5.235611566,mango
37,39,27,29.46651592,49.82023019,5.127697529,mango
24,26,33,33.75341767,50.86724625,5.208365902,mango
7,23,33,28.06159164,49.01377283,5.762465575,mango
25,21,31,27.51692855,48.39968256,5.142311635,mango
32,25,33,32.18128363,46.53648814,4.559940336,mango
28,37,29,30.52918465,54.96371509,4.929982618,mango
1,21,35,28.63180289,51.60192259,5.212467828,mango
22,26,28,34.42785054,54.71812613,6.292187275,mango
25,28,28,28.10595208,46.44344104,6.371376658,mango
19,21,33,28.61534343,45.49615908,4.724506909,mango
16,32,27,33.16158708,53.16878265,5.71165903,mango
11,15,26,28.04303289,49.46296528,4.509151428,mango
36,35,32,34.84000258,54.93800465,6.850204142,mango
29,16,34,30.70748938,46.17195842,4.549192377,mango
8,40,28,28.29733538,47.6905117,6.084416965,mango
21,26,33,35.69247971,51.50123428,6.748875612,mango
29,17,28,28.73575867,51.64858926,5.220562766,mango
34,30,30,34.08212053,45.47224248,4.884234698,mango
22,15,31,28.81444139,46.88146821,4.852305434,mango
0,27,29,29.51694976,51.03989015,5.45438745,mango
4,38,25,27.7803522,53.18425764,4.90639151,mango
5,39,25,27.83143137,50.31323874,6.111758878,mango
33,28,25,33.91308053,50.132668,4.691314336,mango
4,35,30,33.0830239,53.51286718,6.917264201,mango
28,36,27,31.65590412,53.92506785,5.584360552,mango
22,22,28,32.44005633,49.41968597,4.882078819,mango
14,33,28,30.28203985,49.97160545,5.194621065,mango
32,18,30,28.70403633,54.20282277,6.403203248,mango
35,23,26,34.52505025,48.69285743,5.947916847,mango
13,27,28,29.28640191,48.9890876,5.039196944,mango
17,26,27,32.62786076,48.72452237,4.651950935,mango
3,30,35,30.19071111,46.78340915,4.979040173,mango
22,28,29,28.95592445,48.31309712,6.486517947,mango
15,23,33,30.67050895,47.44871536,6.280287383,mango
40,29,29,33.53687684,46.88404888,5.572319836,mango
18,36,30,27.47865078,48.1082229,4.542402201,mango
37,31,26,31.47326411,51.26120882,6.3322822,mango
14,31,30,35.63191126,53.56941302,6.947452986,mango
25,31,25,29.6589133,51.5033018,5.385998172,mango
20,16,32,32.63364636,53.22748,4.567961139,mango
7,36,25,32.69046719,46.11954472,5.899528586,mango
0,27,29,34.04258377,46.06276501,4.735046882,mango
40,19,26,28.86890969,52.36328253,4.652266744,mango
12,40,33,29.84039694,51.53003345,6.948229558,mango
8,16,25,28.53289342,53.81703966,6.821341538,mango
4,39,31,35.85038456,46.91108502,4.532274286,mango
31,21,32,30.07462688,47.67288146,5.526847983,mango
2,21,35,32.25063384,47.96631101,5.004147779,mango
16,18,35,32.36153923,47.32169908,6.91926178,mango
28,20,31,33.48064756,50.90485438,4.675814239,mango
34,35,25,35.20625767,54.1971689,4.508565511,mango
12,38,25,35.21478042,51.42349676,5.582803365,mango
19,23,34,30.56625764,51.07228827,4.893068846,mango
6,18,32,31.25326403,46.0227029,5.909495117,mango
29,32,33,27.12952849,52.68545281,4.533155884,mango
10,15,33,34.47299403,51.31465131,5.995895829,mango
38,18,29,33.87182612,46.31433619,5.812505074,mango
23,39,34,35.6848029,54.57773602,4.593420915,mango
31,32,29,32.48334332,45.29956076,4.75605006,mango
2,16,35,29.98333616,54.31106019,5.55645092,mango
35,36,28,27.22267743,46.941471,6.762462133,mango
24,36,30,27.33881711,54.51224834,6.603599559,mango
21,30,32,28.83705423,49.4367078,6.247712972,mango
12,27,25,29.03635683,53.29680169,6.753138497,mango
11,22,34,30.66568551,47.53528582,5.521814003,mango
38,29,25,29.74459288,51.75792077,6.169694563,mango
17,32,31,32.83616833,51.29213524,6.704784455,mango
16,36,35,35.49344472,50.40521279,5.696326029,mango
21,35,25,28.91800865,45.91376363,5.625142578,mango
1,17,31,30.97598207,49.67577942,6.553455474,mango
34,23,28,28.83726058,49.80536151,4.888231676,mango
33,16,25,27.00350734,49.74699276,6.569619208,mango
29,30,27,35.3515305,50.73725628,6.21514805,mango
6,21,29,28.68071004,45.44088427,6.222889791,mango
20,15,25,31.26747709,51.83708536,5.133711503,mango
11,15,26,35.57861791,53.72433507,5.070310476,mango
14,33,25,29.71320237,52.65991281,6.734691428,mango
4,18,31,29.91611927,46.36856988,4.723061169,mango
30,15,33,29.88734131,52.28678654,5.300961868,mango
12,39,26,31.09001074,48.36473594,4.7206103,mango
19,19,30,28.27803555,46.97956764,4.880963733,mango
12,24,33,34.27135935,47.89908574,5.029073036,mango
14,32,25,27.7952125,52.95171262,4.595753641,mango
15,25,30,32.78195686,45.46858782,6.635709778,mango
37,16,35,34.47180581,54.24425391,5.940636171,mango
0,27,35,31.43344888,48.8772422,5.606873092,mango
31,29,31,33.33778435,52.31164002,5.20735076,mango
3,17,29,35.68463794,50.82101797,5.38032351,mango
17,34,31,29.87658683,48.93321068,5.837762081,mango
26,15,35,33.16874427,53.3321467,6.107638177,mango
38,33,30,30.54896733,46.88586829,6.115003486,mango
1,28,32,35.96908354,46.42533348,4.994203449,mango
14,28,32,32.35666351,47.53507465,5.104384723,mango
31,40,25,32.88043235,50.02621649,5.80647088,mango
2,38,31,31.30629971,46.6405439,5.098462255,mango
18,40,31,35.50217776,48.23542284,4.827164208,mango
10,18,32,33.77330912,45.86068742,5.558088571,mango
9,21,30,32.11616582,51.77250539,6.685924989,mango
26,24,30,31.03966196,46.12818196,5.031576615,mango
33,16,33,35.33785865,49.61502926,4.772863737,mango
33,29,34,30.27731423,46.9709025,6.13580349,mango
4,31,31,30.33028549,46.38429906,5.981944628,mango
27,23,25,27.48369291,51.62704708,5.583919522,mango
33,39,28,32.88827831,45.90471602,4.512347249,mango
19,35,32,35.7980297,45.91775514,4.747286778,mango
40,21,25,29.27777263,52.30267609,6.889380444,mango
24,26,27,33.86041431,53.86703526,6.467552306,mango
22,18,30,33.97410867,51.83359114,5.525566925,mango
37,30,34,31.85921434,48.49314488,6.319322798,mango
18,28,26,32.93831407,47.85243118,4.721860664,mango
14,29,34,31.46403259,47.76276042,4.575112518,mango
26,18,25,30.95072234,48.30177915,4.844069581,mango
30,21,34,27.18109516,52.15086227,6.677188561,mango
11,26,29,35.38722665,49.02006169,4.762704883,mango
7,32,28,33.45051187,48.46481076,5.375048938,mango
23,22,28,32.0163646,48.24565056,6.479545109,mango
25,22,27,32.37859278,51.24092731,6.577341981,mango
5,29,27,29.10847891,52.44900645,5.883219497,mango
0,33,30,33.6054471,49.88955096,5.527354955,mango
21,16,28,28.92549833,47.54118984,6.727043531,mango
4,21,35,32.39925294,50.19793431,4.511192565,mango
34,24,32,29.02841632,52.09742882,5.093304965,mango
24,30,34,31.22169808,47.81228771,6.939421317,mango
31,34,28,28.44161565,48.52554033,5.143452792,mango
3,22,28,35.05172598,49.77263524,6.622068212,mango
36,23,34,31.73235705,47.09645008,5.683066348,mango
12,22,29,30.61567925,45.09318665,6.316952457,mango
19,29,35,34.50210346,45.21577729,5.162198428,mango
16,30,32,30.84589313,48.19922199,4.965067645,mango
23,23,29,29.19588602,53.16174926,5.146531779,mango
25,25,30,34.43875881,47.98304791,5.283532874,mango
34,40,29,28.03843127,48.41614986,5.843667407,mango
31,24,25,29.01581644,47.91469185,6.619874993,mango
95,23,48,25.56766533,80.70926951,6.786557292,watermelon
81,27,51,25.76867331,89.1420813,6.731499052,watermelon
83,5,54,26.17584465,88.94467639,6.91803672,watermelon
81,10,50,24.51845875,81.10241044,6.680903083,watermelon
96,6,52,26.70591587,81.78174708,6.918467824,watermelon
85,5,46,24.29654091,87.48235013,6.081510907,watermelon
108,28,52,24.97462474,80.67256849,6.024174473,watermelon
100,16,52,25.17655283,88.7949099,6.5301111,watermelon
118,13,49,25.74136117,87.05772081,6.771943646,watermelon
103,9,54,24.14211717,87.27081971,6.079040648,watermelon
104,5,45,26.20717443,89.46743601,6.613735538,watermelon
118,24,45,26.68786873,88.20921828,6.426282003,watermelon
118,27,48,25.51891358,85.76174342,6.256462681,watermelon
105,11,54,26.22838002,89.03763399,6.426329062,watermelon
100,8,47,24.189105,85.78151492,6.231556828,watermelon
112,22,55,26.36461395,80.15302575,6.295843945,watermelon
90,18,55,26.0346255,83.18561627,6.67380019,watermelon
83,22,49,26.12297479,83.00452511,6.049014255,watermelon
82,27,53,24.71839523,85.52668591,6.625891224,watermelon
99,18,54,25.08868384,83.50238327,6.403637873,watermelon
85,6,55,26.37183997,81.69560662,6.382575043,watermelon
86,24,46,25.63978311,88.74618056,6.608539922,watermelon
86,29,49,24.7893526,89.51044358,6.452606984,watermelon
89,6,51,26.9398558,89.18165101,6.573448586,watermelon
96,29,54,25.77652418,83.2845692,6.820600573,watermelon
81,13,45,26.45287074,88.74858438,6.692418219,watermelon
119,30,52,26.20239564,85.400238,6.166197969,watermelon
109,8,54,25.08315836,87.55500983,6.927066327,watermelon
102,20,49,26.45775114,85.91545495,6.520242771,watermelon
94,15,48,26.50075106,86.27086558,6.098679083,watermelon
93,11,55,24.98494338,86.78793947,6.781460706,watermelon
91,23,49,26.19685906,80.87622159,6.13952251,watermelon
102,23,53,24.53464681,89.37580997,6.140167104,watermelon
108,27,49,26.4809554,83.20265745,6.116816851,watermelon
113,14,45,24.32976029,89.57771491,6.185986174,watermelon
91,6,55,26.74834635,84.29258042,6.791575992,watermelon
100,25,51,25.24370349,85.44661776,6.534869405,watermelon
119,20,49,26.63107147,88.48168552,6.717179434,watermelon
92,26,51,24.37297237,84.11102716,6.093847059,watermelon
85,11,50,25.62828219,85.40429424,6.554407028,watermelon
104,30,48,26.40547189,86.68954085,6.700548976,watermelon
86,6,52,25.90354317,86.14613459,6.782865396,watermelon
117,13,48,24.26845076,87.87993828,6.589841146,watermelon
92,16,52,24.30852043,86.09125539,6.351619927,watermelon
94,21,55,26.69845747,83.76049395,6.215576563,watermelon
107,12,50,26.66294195,85.54502427,6.340941565,watermelon
83,20,54,26.29933783,82.46729767,6.11532508,watermelon
120,26,48,24.06750162,85.00343868,6.105255696,watermelon
99,27,49,26.24572507,84.86309406,6.335139157,watermelon
101,21,54,25.22379511,80.75939969,6.26228823,watermelon
86,15,46,24.93196645,85.21909009,6.585545653,watermelon
86,16,50,24.29271806,83.47219214,6.735457736,watermelon
83,7,45,24.80681483,83.49610159,6.148918822,watermelon
90,14,45,25.1412461,89.66161417,6.507234625,watermelon
93,20,50,26.94167154,81.82412877,6.515885279,watermelon
84,22,47,24.60730634,81.45751478,6.811246871,watermelon
92,29,54,25.08917561,80.36361359,6.269364882,watermelon
92,11,47,24.41713367,86.71030652,6.217214261,watermelon
93,16,46,25.18874989,80.35118911,6.950401014,watermelon
83,23,50,24.55873985,88.02798251,6.930557672,watermelon
98,8,48,25.40902694,88.14775142,6.230459227,watermelon
91,29,48,25.55788595,85.7791044,6.577030492,watermelon
85,28,48,25.02453288,83.16926276,6.754356495,watermelon
97,5,50,26.52237596,87.70940439,6.242295455,watermelon
101,6,46,25.68853534,83.76888584,6.526645892,watermelon
82,27,47,24.68077234,82.00859367,6.692137787,watermelon
101,5,54,24.75758385,85.72036626,6.841654117,watermelon
101,14,48,25.23263481,88.85464287,6.276527186,watermelon
84,29,54,25.31955673,80.58735542,6.830519615,watermelon
104,8,48,26.64169187,83.52202411,6.822562849,watermelon
117,27,48,26.60133224,88.76695819,6.397707794,watermelon
98,7,54,25.33070648,86.32324277,6.229052241,watermelon
93,28,51,25.92820345,84.57980384,6.611583357,watermelon
94,13,48,24.2060283,82.77615862,6.199832189,watermelon
114,24,49,24.28804929,83.1791978,6.213678862,watermelon
87,18,50,24.4652531,85.50684109,6.689646755,watermelon
104,7,47,25.31522904,86.1191099,6.754824448,watermelon
114,6,47,25.73827564,80.85592548,6.542811691,watermelon
92,16,46,25.62494409,80.36818084,6.42664153,watermelon
93,20,45,26.72388025,85.96532396,6.887901562,watermelon
106,17,47,24.71197729,82.38364049,6.433825359,watermelon
102,5,55,24.54644669,84.62169411,6.613499577,watermelon
110,27,54,24.907261,85.6822989,6.711456074,watermelon
117,22,53,25.53348815,87.48157175,6.409286989,watermelon
115,18,51,26.66363306,85.80445274,6.606274775,watermelon
118,5,52,25.21201049,88.74579702,6.682242886,watermelon
94,14,49,24.47907773,82.40425172,6.168837265,watermelon
97,8,48,24.27285925,89.85849233,6.396566809,watermelon
110,25,47,24.71757427,85.60042213,6.274010566,watermelon
86,22,46,26.70507898,89.57808574,6.932631026,watermelon
111,10,50,25.45525209,82.26188985,6.638671278,watermelon
83,23,47,25.38466436,87.37783758,6.306482051,watermelon
97,22,50,26.88227121,83.63471896,6.755883112,watermelon
93,22,53,25.25165828,86.26390491,6.027368304,watermelon
95,23,47,26.3530923,87.02250761,6.925876185,watermelon
112,29,50,26.55252325,86.63348054,6.239878332,watermelon
101,21,52,24.9258235,86.15475962,6.125817834,watermelon
84,15,47,24.28021868,86.76607436,6.615480419,watermelon
118,13,52,25.95861816,83.29637816,6.555242373,watermelon
103,9,53,26.35745498,89.74271925,6.158122041,watermelon
97,25,47,24.45902315,86.26677456,6.912713236,watermelon
108,11,45,26.68668546,89.94694734,6.331721075,watermelon
108,25,45,26.92799668,84.85702521,6.087560238,watermelon
106,17,45,25.91611682,84.81136285,6.39064501,watermelon
107,28,51,26.79452099,88.96515323,6.722517636,watermelon
107,29,52,24.83629663,84.24474621,6.895077904,watermelon
84,22,55,25.26597746,83.34463487,6.07647733,watermelon
103,30,47,25.17471656,85.69528338,6.865819964,watermelon
89,20,55,25.25584074,81.75528089,6.687666099,watermelon
99,28,54,26.01427531,89.01679974,6.809681342,watermelon
82,20,54,25.65690789,85.24266686,6.789351679,watermelon
85,9,46,24.44541933,86.03007146,6.912504928,watermelon
98,27,52,26.76799441,84.64426277,6.151850255,watermelon
89,7,47,26.92207076,81.37094321,6.340858707,watermelon
83,13,54,26.47719394,88.55397638,6.954455918,watermelon
92,7,45,26.86799885,80.78932296,6.357986485,watermelon
88,21,52,26.60547744,83.45866999,6.063910306,watermelon
108,28,53,24.93464442,85.67015375,6.688552906,watermelon
116,24,45,24.97954002,80.15940904,6.684281299,watermelon
117,9,52,26.66362768,82.72668402,6.376032398,watermelon
104,11,52,24.69570515,86.6328132,6.477555835,watermelon
89,6,47,26.2663122,82.56827245,6.468785262,watermelon
111,7,50,26.71348208,87.5230279,6.318005494,watermelon
80,30,55,25.31602845,83.51324182,6.104732536,watermelon
93,27,48,26.85183427,81.20406436,6.474792238,watermelon
112,8,45,26.41618358,81.02916024,6.842226821,watermelon
115,8,45,26.51031728,80.5631761,6.216464554,watermelon
116,25,48,25.26092087,87.30427812,6.447431561,watermelon
101,6,52,24.1379199,81.39945177,6.921134852,watermelon
99,23,46,25.34305182,81.33129553,6.812168862,watermelon
98,15,50,26.03732798,89.61848476,6.240755105,watermelon
103,28,45,24.28551016,80.17877282,6.739480956,watermelon
92,8,52,25.92399736,84.61293651,6.93373063,watermelon
80,23,50,25.542701,82.1302476,6.340315267,watermelon
86,23,51,26.94566743,84.45225631,6.606297263,watermelon
96,5,50,24.4220147,84.47227199,6.470767295,watermelon
89,25,50,25.52108095,89.72036761,6.410682354,watermelon
90,8,49,26.88301359,88.56304667,6.143200887,watermelon
107,9,48,26.34078949,84.64865121,6.398719796,watermelon
100,22,51,24.29906232,88.58839536,6.502806497,watermelon
119,18,49,25.44364787,87.09941541,6.825290149,watermelon
117,10,53,25.34107666,85.33827604,6.86217515,watermelon
87,27,48,25.16045263,80.38475158,6.650757285,watermelon
119,13,50,26.4257998,85.2034837,6.777489926,watermelon
81,26,45,24.40372027,89.50796894,6.419411078,watermelon
120,20,46,25.04070862,82.80210095,6.259195515,watermelon
94,29,46,26.1573227,86.88007383,6.050447353,watermelon
114,16,52,25.29588983,80.79951963,6.357804135,watermelon
114,8,50,26.00173168,82.97252915,6.33423439,watermelon
91,18,47,24.40273906,81.69681258,6.699758432,watermelon
102,5,53,24.43012662,84.88713399,6.123956806,watermelon
118,8,52,25.97729932,87.11878796,6.195527092,watermelon
107,29,48,24.39751968,86.88124189,6.028143684,watermelon
80,16,51,24.51223322,86.19784867,6.132721774,watermelon
95,21,48,24.13542342,86.92761916,6.024011862,watermelon
112,26,51,25.50727277,83.17670596,6.831096589,watermelon
115,8,50,26.30726115,86.42234947,6.329868105,watermelon
108,17,45,24.87362942,87.98600544,6.393312031,watermelon
85,28,46,24.69639398,83.79636092,6.514397507,watermelon
80,15,52,26.1459161,87.83174933,6.689038493,watermelon
118,27,55,24.6934171,80.03323705,6.442299188,watermelon
105,12,46,24.05913718,88.89083296,6.244002247,watermelon
83,9,45,26.26370215,84.20631026,6.485122063,watermelon
107,7,52,26.79023868,80.11860699,6.770948247,watermelon
89,24,53,24.28153514,88.56422434,6.876849017,watermelon
115,24,49,24.29452213,87.63086248,6.560043121,watermelon
98,20,54,25.61619213,81.78046367,6.15395032,watermelon
95,11,50,24.55402383,85.1504418,6.087609451,watermelon
110,28,45,26.96443671,87.82431072,6.133158792,watermelon
98,17,55,25.69274687,89.40626628,6.823981324,watermelon
103,10,48,26.7392484,84.23728618,6.694791095,watermelon
110,7,46,26.40050385,80.10748254,6.360181264,watermelon
97,13,46,25.60809307,88.81541308,6.128264436,watermelon
101,14,47,26.75506777,86.55927895,6.208936753,watermelon
81,18,47,25.19462194,86.13352714,6.871508392,watermelon
90,28,48,25.70176175,81.73855622,6.518680254,watermelon
116,26,54,25.79880893,84.68300333,6.931153633,watermelon
109,13,47,24.42445145,88.33076525,6.5841471,watermelon
115,5,45,24.78109039,82.8931864,6.496960864,watermelon
97,9,52,25.1597229,82.14120544,6.512624961,watermelon
119,27,50,26.96485464,86.14924047,6.063038788,watermelon
89,16,49,25.91978126,81.36723462,6.54136142,watermelon
80,24,54,24.97594231,89.65579045,6.624217676,watermelon
115,22,45,24.38197298,84.16521635,6.539337698,watermelon
88,29,48,25.27165919,84.23127819,6.240269336,watermelon
114,17,50,26.11569573,85.06263978,6.406388257,watermelon
82,11,54,25.83471042,87.46688686,6.064694292,watermelon
116,24,46,24.10886098,85.96755814,6.165454642,watermelon
118,10,51,25.02896023,80.48880912,6.325314043,watermelon
97,19,46,26.906864,87.05437844,6.858067798,watermelon
117,19,50,26.78035364,84.58183131,6.310929009,watermelon
117,28,50,25.03730066,89.60553405,6.835383019,watermelon
85,11,50,25.76348796,89.14925402,6.851110528,watermelon
90,6,45,24.41138747,86.18118265,6.532144108,watermelon
105,15,49,25.27320639,80.625081,6.248013268,watermelon
107,21,47,26.9122655,81.83544054,6.793743967,watermelon
91,28,50,24.09823415,89.00476002,6.112680877,watermelon
110,28,55,26.07640347,84.71943601,6.802017708,watermelon
104,30,54,26.774045,81.03976716,6.162045572,watermelon
118,8,48,24.51065036,84.92566872,6.334649826,watermelon
109,12,53,26.52690957,88.55513711,6.504752662,watermelon
98,15,49,26.95238165,89.62233699,6.516594419,watermelon
88,29,52,26.34115928,88.99172254,6.164030052,watermelon
100,16,50,24.11299416,83.78830762,6.874643763,watermelon
86,23,45,26.28355337,86.77112232,6.345854335,watermelon
88,30,54,26.98320272,84.0654219,6.224939553,watermelon
94,18,46,26.50327719,83.5272401,6.444202284,watermelon
101,24,52,26.89034838,88.90505379,6.736631726,watermelon
100,19,50,25.88982414,86.83562053,6.170283357,watermelon
105,22,55,25.56264322,81.97843703,6.856450271,watermelon
84,27,48,25.32683695,81.11698734,6.165418115,watermelon
110,8,48,24.46033821,85.00222385,6.207625971,watermelon
109,10,50,26.69565297,86.67242476,6.813149237,watermelon
85,9,52,25.58359821,82.1503741,6.781390549,watermelon
112,13,49,24.45955306,82.21923953,6.48857307,watermelon
115,19,51,25.26085031,84.83113635,6.053455297,watermelon
93,25,48,25.96780709,81.45151269,6.67340645,watermelon
113,13,46,26.78113225,81.41653778,6.848099199,watermelon
117,6,51,26.2915406,87.71311489,6.909431426,watermelon
83,7,47,26.33164908,87.85639653,6.031744541,watermelon
106,14,55,26.19230008,80.44440767,6.122673196,watermelon
105,28,50,26.25687779,82.57662694,6.302076735,watermelon
99,20,47,26.41184406,87.43119837,6.17638552,watermelon
117,10,45,24.22802644,84.12327206,6.331815258,watermelon
102,19,46,25.05076494,83.05519578,6.648691479,watermelon
80,23,54,24.04707168,83.12296006,6.812054597,watermelon
114,28,45,25.70890219,82.07014927,6.632605377,watermelon
96,25,51,24.87050896,88.88154029,6.298699295,watermelon
97,14,46,25.79203016,80.21494488,6.681011624,watermelon
105,28,50,25.27470567,85.85865408,6.733406085,watermelon
103,9,47,24.06174807,88.45352386,6.555996801,watermelon
96,24,50,26.75738393,86.84418899,6.566895832,watermelon
115,28,49,24.58202984,87.29988545,6.949963591,watermelon
107,6,52,24.60140868,80.66205199,6.476663044,watermelon
99,29,54,25.56704108,84.65151447,6.195151923,watermelon
88,25,50,25.5385391,86.95283375,6.290314836,watermelon
103,30,45,25.45089151,86.86290924,6.774214137,watermelon
92,24,47,26.92746621,82.01367925,6.239847309,watermelon
120,26,54,25.08135237,86.91930632,6.245880408,watermelon
80,13,48,26.28967607,85.04952935,6.504608437,watermelon
81,17,48,24.32832921,85.10919124,6.240139209,watermelon
110,26,52,25.84479592,88.1059223,6.902871909,watermelon
97,26,53,24.31755977,88.24103743,6.826148678,watermelon
98,28,52,26.63880541,83.57155705,6.294098158,watermelon
89,28,53,25.02246896,86.23853513,6.495418916,watermelon
86,30,46,24.86445612,88.18441749,6.52881832,watermelon
104,10,49,25.85214792,84.71384337,6.773842078,watermelon
88,7,55,24.89988007,84.31672562,6.731341614,watermelon
107,11,50,25.24151249,86.92669231,6.508333505,watermelon
103,26,48,26.91771018,84.26802517,6.233195857,watermelon
97,15,47,25.05299121,88.68444859,6.755281774,watermelon
91,21,52,25.51356572,84.55485385,6.772256453,watermelon
86,6,52,25.74946632,85.26124586,6.948186911,watermelon
85,14,48,24.50356922,88.7848605,6.010473647,watermelon
100,17,46,25.02744043,86.16587005,6.442662528,watermelon
113,22,46,24.86584542,84.94108625,6.50892561,watermelon
82,27,45,26.5546651,83.16782906,6.766098147,watermelon
112,12,49,25.10712529,81.87689548,6.886565997,watermelon
97,28,47,25.53693434,85.40531798,6.184841996,watermelon
87,12,52,24.0457326,82.38634642,6.245142041,watermelon
85,9,47,24.5229556,86.20925015,6.122440632,watermelon
100,12,55,24.4393281,89.66515584,6.154033978,watermelon
116,11,45,25.35964698,85.32775019,6.770957794,watermelon
119,6,50,25.77439606,88.48631128,6.905438035,watermelon
115,11,55,24.88448391,84.83421654,6.204266433,watermelon
108,20,46,26.64348582,88.80685687,6.104132489,watermelon
108,7,51,25.1087064,84.42925353,6.820736313,watermelon
104,11,55,25.32078602,89.28375937,6.097677294,watermelon
114,10,54,24.62647589,80.05429352,6.487832814,watermelon
106,9,55,25.36895105,85.7247051,6.299697352,watermelon
110,18,47,25.73839722,82.67784272,6.677170722,watermelon
81,25,45,24.94925822,85.09451398,6.323876687,watermelon
104,15,52,24.63323028,89.50549869,6.956342373,watermelon
114,28,45,26.00730137,80.28904479,6.074786349,watermelon
118,22,48,24.53701064,81.84721338,6.134638531,watermelon
112,27,47,24.91158317,89.82467471,6.186283055,watermelon
83,6,54,24.93463591,86.47272764,6.716237179,watermelon
80,30,55,26.04949394,82.99448375,6.791979565,watermelon
84,20,52,26.52396454,83.90383527,6.098622258,watermelon
85,10,49,24.57034305,89.36930328,6.366162377,watermelon
102,10,48,26.94111464,84.67178396,6.363783714,watermelon
120,10,50,25.39385776,86.13179767,6.597817039,watermelon
89,11,46,25.75998783,82.28644548,6.642214185,watermelon
101,28,50,25.99732486,84.89317195,6.021800716,watermelon
100,17,50,25.37530805,86.83188023,6.5972429,watermelon
96,24,52,24.72342267,80.57185722,6.476481316,watermelon
82,9,45,24.44950523,89.26397639,6.220477768,watermelon
86,21,49,26.03378961,82.69202452,6.279408113,watermelon
92,5,50,24.12951331,82.25515865,6.491366946,watermelon
98,10,53,26.97401469,87.40551858,6.910244464,watermelon
88,29,51,24.36464758,85.06799117,6.6482683,watermelon
108,20,55,26.17854221,85.83721161,6.237565694,watermelon
85,15,45,25.70210277,88.86522319,6.498361215,watermelon
96,22,54,26.42659952,89.33196449,6.909151919,watermelon
104,16,48,25.28175889,84.71984179,6.844491714,watermelon
119,17,47,25.50748483,84.61987335,6.232523071,watermelon
82,25,55,26.47116299,88.49370482,6.199993641,watermelon
99,9,49,26.08266472,87.37311053,6.327119457,watermelon
107,21,51,26.76780523,80.325742,6.693445102,watermelon
101,21,52,26.54684695,85.91399903,6.215262649,watermelon
39,22,11,20.50125672,91.15489512,6.135605051,orange
5,15,14,25.38116305,90.07495502,7.80014766,orange
23,27,5,33.79035177,92.08899792,6.881507656,orange
31,30,10,32.13299581,92.19524823,6.49830241,orange
32,9,11,12.62324565,91.06566771,6.733330991,orange
39,12,10,33.74798674,90.98280218,7.769925573,orange
13,10,11,19.06730177,92.32135975,6.962537288,orange
40,8,6,23.34263826,90.22820882,6.169590181,orange
18,11,10,22.12824365,91.83515133,7.258142091,orange
8,6,13,22.67601401,93.02036732,7.327533636,orange
29,18,11,20.73863541,94.65166,7.418374784,orange
38,15,9,11.31093676,94.85909709,7.323900258,orange
8,20,6,32.59934338,91.59349055,6.574132736,orange
18,20,10,33.15607031,94.39156833,6.688773038,orange
8,14,5,12.79938956,90.25010802,6.151498283,orange
4,28,6,33.0271581,90.2689822,6.489243407,orange
39,16,7,20.25675344,92.39302257,6.310184618,orange
33,27,12,29.24732899,92.68225241,7.885074497,orange
37,13,7,13.99422581,92.86226804,6.683783373,orange
0,24,10,13.13902154,91.09807741,6.629374829,orange
22,5,11,26.41540249,92.09709872,6.265834423,orange
38,19,11,24.21771741,94.72209994,7.315924125,orange
17,8,5,26.60281447,94.82129091,6.68223316,orange
20,25,5,21.50347434,94.77778101,7.395002912,orange
26,17,11,11.98321421,91.64890619,7.187566177,orange
22,11,13,14.16080802,90.15139004,6.398644016,orange
12,28,10,12.49825504,93.62921437,6.749114479,orange
0,22,15,26.525053,91.87178266,6.761752301,orange
11,30,15,19.02340516,94.40555896,6.70026956,orange
36,21,8,21.75977328,90.33367828,6.896172305,orange
3,29,6,27.06956058,90.86288801,6.862252548,orange
